oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
"Nákup klasického viskozimetra, chromatografu GC/MS/FID a RTG spektrometra",Finančné riaditeľstvo Slovenskej republiky,,208333.33,Otvorená,Tovary,Kúpa,SK010,true,true,false,244950,true,20,195960
Projekt ozdravných opatrení v lesoch poškodených abiotickými škodlivými činiteľmi,Lesospol - Pozemkové spoločenstvo Pača,,241626.15,Otvorená,Služby,27 - Ostatné služby,SK042,false,false,true,238148.2,false,,238148.2
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,903656.8,true,20,722925.4400000001
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,3600,true,20,2880
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,903656.8,true,20,722925.4400000001
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,546,true,20,436.8
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,1860,true,20,1488
Dodávka elektrickej energie,Mesto Trenčín,,810000,Otvorená,Tovary,Kúpa,SK022,false,true,false,903656.8,true,20,722925.4400000001
Strážna služba a služba vrátnik - informátor,Centrum vedecko-technických informácií SR,,260740,Otvorená,Služby,"23 - Pátracie a bezpečnostné služby, ale s výnimkou služieb prepravy obrnenými vozidlami",SK01,true,false,true,219546,false,,219546
"Zabezpečenie služieb spojených so správou registratúrnych záznamov v papierovej a elektronickej forme pre VšZP, a.s","Všeobecná zdravotná poisťovňa, a.s.",,8113193,Otvorená,Služby,26,SK01,true,false,false,7955863.65,false,,7955863.65
Stratégia rozvoja dopravy a dopravných stavieb mesta Košice,Mesto Košice,,900000,Otvorená,Služby,12,SK042,false,true,true,889900,false,,889900
"Projekt ozdravných opatrení v lesoch poškodených biotickými, abiotickými a antropogénnymi škodlivými činiteľmi","LESNÁ, URBÁRNA A PASIENKOVÁ SPOLOČNOSŤ, pozemkové spoločenstvo",,228415.5,Otvorená,Služby,27 - Ostatné služby,SK042,false,false,true,219952.85,false,,219952.85
"Obnova a ochrana lesov poškodených kalamitami - Pozemkové spoločnestvo Riečnica - Horná Tižina, p.s.",Pozemkové spoločenstvo Riečnica Horná Tižina,,377000,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,371000,false,,371000
Poistenie zodpovednosti za škodu,"Jadrová a vyraďovacia spoločnosť, a.s.",,340000,Otvorená,Služby,6,SK01,true,false,false,330000,false,,330000
Poskytovanie servisných služieb (SLA) pre sieťovú infraštruktúru rezortu spravodlivosti,Ministerstvo spravodlivosti Slovenskej republiky,,3076000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK,true,true,false,3629000,true,20,2903200
"Kontroly a tlakové skúšky hasiacich prístrojov, požiarnych vodovodov a požiarnych uzáverov v objektoch a zariadeniach Ministerstva vnútra Slovenskej republiky",Ministerstvo vnútra Slovenskej republiky,,382000,Otvorená,Služby,1,SK,true,false,false,382000,false,,382000
Tonery,Štatistický úrad Slovenskej republiky,,195150,Otvorená,Tovary,Kúpa,SK010,true,true,false,6087.6,true,20,4870.080000000001
Tonery,Štatistický úrad Slovenskej republiky,,195150,Otvorená,Tovary,Kúpa,SK041,true,true,false,1930.08,true,20,1544.064
Tonery,Štatistický úrad Slovenskej republiky,,195150,Otvorená,Tovary,Kúpa,SK041,true,true,false,3808.23,true,20,3046.5840000000003
Tonery,Štatistický úrad Slovenskej republiky,,195150,Otvorená,Tovary,Kúpa,SK0,true,true,false,163757.6,false,,163757.6
"Projekt obnovy, revitalizácie a ozdravných opatrení katastroficky poškodených smrekových lesov PSDL Stará Bystrica, vplyvom podkôrneho hmyzu a drevokazných húb.",Pozemkové spoločenstvo drobnovlastníkov lesov,,991255.5,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,978602.6,false,,978602.6
Projekt ozdravných opatrení v lesoch poškodených abiotickými škodlivými činiteľmi,Komposesorát pozemkové spoločenstvo Štítnik,,209343,Otvorená,Služby,27 - Ostatné služby,SK042,false,false,true,203296.45,false,,203296.45
Poistenie zodpovednosti za škodu spôsobenú členmi orgánov spoločnosti,"Jadrová a vyraďovacia spoločnosť, a.s.",,190000,Otvorená,Služby,6,SK01,true,false,false,182000,false,,182000
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK,true,true,false,49928.38,false,,49928.38
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK0,true,true,false,614586.0084,false,,614586.0084
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK,true,true,false,97110.22,false,,97110.22
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK,true,true,false,152606.92,false,,152606.92
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK,true,true,false,47853.67,false,,47853.67
"Dodávka zemného plynu pre SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, š.p. Banská Štiavnica","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,1155680,Otvorená,Tovary,Kúpa,SK,true,true,false,35713.83,false,,35713.83
Služby prevádzkovania kompostárne biologicky rozložiteľných odpadov pre mesto Skalica,Mesto Skalica,,400000,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK021,true,false,false,420000,true,20,336000
Dodávka pracoviska inovatívnych tlačiarenských výrobných technológií s dodávkou hardvérových výrobných zariadení a softvéru,Bc. Peter Kočalka - TICONY,,269367.7,Otvorená,Tovary,Kúpa,SK032,false,true,true,308110.8,true,20,246488.64
Ovocie a zelenina pre potreby nemocnice v Topoľčanoch,Nemocnice s poliklinikami n.o.,,72600,Otvorená,Tovary,Kúpa,SK,false,true,false,72600,false,,72600
Ovocie a zelenina pre potreby nemocnice v Topoľčanoch,Nemocnice s poliklinikami n.o.,,72600,Otvorená,Tovary,Kúpa,SK,false,true,false,4879.44,false,,4879.44
Nákup inovatívnych technológií - zariadenia a stroje do pekárne,"LK - TEAM, s.r.o.",,275530,Otvorená,Tovary,Kúpa,SK,false,true,true,284680,false,,284680
Servis kogeneračných zariadení,"Slovenský plynárenský priemysel, akciová spoločnosť",,455940,Otvorená,Služby,1,SK0,false,true,false,409902.4,false,,409902.4
Servis kogeneračných zariadení,"Slovenský plynárenský priemysel, akciová spoločnosť",,455940,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK0,false,true,false,75980.44,false,,75980.44
Servis kogeneračných zariadení,"Slovenský plynárenský priemysel, akciová spoločnosť",,455940,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK0,false,true,false,161153.26,false,,161153.26
Servis kogeneračných zariadení,"Slovenský plynárenský priemysel, akciová spoločnosť",,455940,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK0,false,true,false,974.4,false,,974.4
"Obstaranie technológie v rámci projektu Zvýšenie konkurencieschopnosti spoločnosti VEKAM, s.r.o. zavedením inovatívnej a vyspelej technológie v kamenárstve.","VEKAM, s.r.o.",,240641,Otvorená,Tovary,Kúpa,SK031,false,true,true,240641,false,,240641
"Overenie a kontrola podkladov na výpočet čistých nákladov univerzálnej služby za rok 2014, za rok 2015 a za rok 2016 a predbežných čistých nákladov univerzálnej služby za rok 2015 a za rok 2016, správnosť ich výpočtu a posúdenie neprimeranej finančnej záť",Úrad pre reguláciu elektronických komunikácií a poštových služieb,,350000,Otvorená,Služby,9,SK031,true,true,false,402900,true,20,322320
"Obnova lesných porastov Lesné spoločenstvo, pozemkové spoločenstvo – Horný Vadičov","Lesné spoločenstvo, pozemkové spoločenstvo Horný Vadičov",,281940.5,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,278476.1,false,,278476.1
Plastové okna - nákup výrobnej technológie,Miroslav Havrilčák - OBCHODNÁ ČINNOSŤ A SLUŽBY,,196500,Otvorená,Tovary,Kúpa,SK042,false,true,true,196300,false,,196300
"Údržba mestskej zelene v Dubnici nad Váhom, lokality 1,2,4,5,6",Mesto Dubnica nad Váhom,,340200,Otvorená,Služby,27 - Ostatné služby,SK,false,false,false,338883.44,false,,338883.44
Výsekový poloautomat na výrobu obalov z lepenky,"HALDY - PLUS, spol.s r.o.",,289500,Otvorená,Tovary,Kúpa,SK041,false,true,true,288890,false,,288890
"Výskum, vývoj a inovácia v oblasti malých čistiarní odpadových vôd.","STIMBA, s.r.o.",,246000,Otvorená,Služby,8,SK022,false,false,true,245500,false,,245500
Prístup k elektronickým databázam,Slovenská technická univerzita v Bratislave - Rektorát,,233333,Otvorená,Služby,7,SK021,true,true,true,149508.33,false,,149508.33
Dodávka a nájom medicinálnych a technických plynov a kvapalného kyslíka,Nemocnica Poprad a. s.,,130000,Otvorená,Tovary,Kúpa,SK041,false,true,false,168634.05,false,,168634.05
Komplementárna linka kovoobrábania,"Pekáreň Čingov Smižany, s.r.o.",,196068,Otvorená,Tovary,Kúpa,SK042,false,true,true,191000,false,,191000
„KS 5111 – Odborné prehliadky a odborné skúšky vyhradených technických zariadení“ ( Rozvod elektriny a súvisiace služby ),Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,253067,Otvorená,Služby,27 - Ostatné služby,SK0,true,true,false,208400,true,20,166720
Výskum v oblasti optimalizácie procesu výroby bioplynu 2,"ECO PWR, s. r. o.",,1342000,Otvorená,Služby,8,SK023,false,false,true,1331930,false,,1331930
Zavedenie progresívnych technologických zariadení na recykláciu plastov,"INVENTIVE, s.r.o.",,280530,Otvorená,Tovary,Kúpa,SK031,false,true,true,278000,false,,278000
Opatrenia pre zlepšenie životaschopnosti lesov - LPS v Liptovskej Tepličke,Lesné pozemkové spoločenstvo v Liptovskej Tepličke,,503911,Otvorená,Služby,27,SK041,false,false,true,428678.05,false,,428678.05
"Rozšírenie výrobných a servisných činností firmy CHETRA SK, s.r.o.","CHETRA SK, s.r.o.",,283170,Otvorená,Tovary,Kúpa,SK041,false,true,true,212900,false,,212900
"Dodávka elektrickej energie pre objekty vo vlastníctve SSDZ, a.s.","Správa služieb diplomatickému zboru, a.s.",,314863.6,Otvorená,Tovary,Kúpa,SK010,true,true,false,314863.6,false,,314863.6
Dodávka elektrickej energie,Fakultná nemocnica s poliklinikou Nové Zámky,,422887,Otvorená,Tovary,Kúpa,SK023,false,true,false,192299,true,20,153839.2
Vojenská preprava nákladov po železnici,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,750000,Otvorená,Služby,18,SK,false,true,false,900000,true,20,720000
Dodávka elektrickej energie s prevzatím zodpovednosti za odchýlku a zabezpečením distribučných služieb-CVO614,Obec Orechová Potôň,,1876000,Otvorená,Tovary,Kúpa,SK0,false,true,false,1735771.44,false,,1735771.44
Implantovateľné prístroje na elektroimpulzoterapiu porúch srdcového rytmu a srdcového zlyhávania,"Stredoslovenský ústav srdcových a cievnych chorôb, a.s.",,17955980,Otvorená,Tovary,Kúpa,SK032,true,true,false,19781292.42,true,10,17803163.178000003
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15,SK041,false,false,true,43044.6,true,20,34435.68
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15 - Vydavateľské a tlačiarenské služby za poplatky alebo na zmluvnom základe,SK041,false,false,true,153501.15,true,10,138151.035
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15,SK041,false,false,true,58065.13,true,20,46452.104
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15,SK041,false,false,true,6.97,false,,6.97
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15,SK041,false,false,true,33182.07,true,20,26545.656000000003
Tlačiarenské služby,Prešovská univerzita v Prešove - Rektorát,,1300000,Otvorená,Služby,15,SK041,false,false,true,31845.18,true,20,25476.144
Lieky - antibiotiká,Nemocnice s poliklinikami n.o.,,291963.62,Otvorená,Tovary,Kúpa,SK023,false,false,false,236152.38,false,,236152.38
"Dodávka elektriny pre Jadrovú a vyraďovaciu spoločnosť, a.s.","Jadrová a vyraďovacia spoločnosť, a.s.",,5020525.8,Otvorená,Tovary,Kúpa,SK0,true,true,false,4438238.26,false,,4438238.26
Dodávka a montáž chladiarenských zariadení,"Adria Gold Slovakia, spol. s r.o.",,311745,Otvorená,Tovary,Kúpa,SK032,true,true,true,279700,false,,279700
"Dodávka elektriny pre potreby SLOVENSKÉHO VODOHOSPODÁRSKEHO PODNIKU, štátneho podniku","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik",,8800000,Otvorená,Tovary,Kúpa,SK0,true,true,false,1943696,false,,1943696
Snežné pásové vozidlo s príslušenstvom,"BESNA, spol. s r.o.",,282500,Otvorená,Tovary,Kúpa,SK04,false,true,true,280650,false,,280650
ČOV A KANALIZÁCIA SELICE,Obec Selice,,5533955.04,Otvorená,Práce,Uskutočnenie prác,SK023,false,true,true,6669569.52,true,20,5335655.616
Údržba zelene a zimná údržba komunikácií,"Jadrová a vyraďovacia spoločnosť, a.s.",,389997.81,Otvorená,Služby,27,SK0,true,false,false,329192.14,false,,329192.14
Strategické ekonomické štúdie pre projekt Výskumné centrum Žilinskej univerzity ITMS kód 26220220183,"Výskumný ústav dopravný, a.s.",,250000,Otvorená,Služby,8,SK031,false,false,true,238800,true,20,191040
Strážna služba,Fakultná nemocnica s poliklinikou J. A. Reimana v Prešove,,554850,Otvorená,Služby,"23 - Pátracie a bezpečnostné služby, ale s výnimkou služieb prepravy obrnenými vozidlami",SK041,false,true,false,487035,true,20,389628
Vybudovanie kanalizácie v obci Zlatná na Ostrove,"KOMVaK - Vodárne a kanalizácie mesta Komárno, a.s.",,9316843,Otvorená,Práce,Uskutočnenie prác,LT,false,true,true,9290740,false,,9290740
Dobudovanie technickej infraštruktúry pre výskum v oblasti nových biotechnológií,Chemický ústav Slovenskej akadémie vied,,2390833.33,Otvorená,Tovary,Kúpa,SK,true,true,true,2331000,false,,2331000
Podporná infraštruktúra dátového centra,DataCentrum,,4420000,Užšia súťaž,Tovary,Kúpa,SK,false,true,true,4105800,false,,4105800
Opatrenia pre zlepšenie životaschopnosti lesov - PS Urbár Štrba,Pozemkové spoločenstvo Urbár Štrba,,337475,Otvorená,Služby,27,SK041,false,false,true,330719.91,false,,330719.91
Upratovacie služby 2016 - 2020,Krajský súd v Košiciach,,260000,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK,false,false,false,274079.8,true,20,219263.84
Snežné pásové vozidlo s príslušenstvom,"TJCX, s.r.o.",,280000,Otvorená,Tovary,Kúpa,SK032,false,true,true,278650,false,,278650
Vybavenie zubolekárskeho výučbového traktu,"Univerzita Komenského v Bratislave, Jesseniova lekárska fakulta Martin",,514558,Otvorená,Tovary,Lízing,SK031,false,true,true,509166.67,false,,509166.67
Turniketový systém strediska,IMMOBAU s.r.o.,,289000,Otvorená,Tovary,Kúpa,SK042,false,true,true,285000,false,,285000
Nákup a dodanie náhradných dielov na vozidlá ZZS.,Záchranná zdravotná služba Bratislava,,480000,Otvorená,Tovary,Kúpa,SK,false,true,false,699724.57,true,20,559779.656
Nákup novej kosacej techniky s nižším výkonom.,"Národná diaľničná spoločnosť, a.s.",,750000,Otvorená,Tovary,Kúpa,SK0,true,true,false,670500,false,,670500
Technológie na úpravu a spracovanie betonárskej ocele na výrobu výstužných prvkov železobetónových konštrukcií,"CI REGIO, spol. s r. o.",,7998000,Otvorená,Tovary,Kúpa,SK041,true,true,true,7949000,false,,7949000
Spätný lízing techniky,Mesto Trebišov,,487212,Otvorená,Služby,6,SK042,false,true,false,584204,true,20,467363.2
Vytvorenie doplnkových služieb cestovného ruchu v Kaštieli Gbeľany,"Kaštieľ Gbeľany, s.r.o.",,285690,Otvorená,Tovary,Kúpa,SK031,false,true,true,308809.6,false,,308809.6
Stravovanie zamestnancov – dodávka stravovacích poukážok,Detská fakultná nemocnica s poliklinikou Banská Bystrica,,220660,Otvorená,Služby,17,SK032,false,true,false,220655.79,false,,220655.79
Servisná podpora a vývoj aplikácií v prostredí MZVaEZ SR,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky,,405000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK010,true,true,false,405000,false,,405000
Modernizácia skicentra Grúnik,"HEKO - SDS, s.r.o.",,177463,Otvorená,Tovary,Kúpa,SK031,false,true,true,175480,false,,175480
CNC dlhotočný sústruh,"HAJ SK, s.r.o.",,289900,Otvorená,Tovary,Kúpa,SK031,false,true,true,288700,false,,288700
Prevádzkové kontroly vybraných zariadení a odborné prehliadky a odborné skúšky vyhradených technických zariadení tlakových a plynových,"Jadrová a vyraďovacia spoločnosť, a.s.",,1800000,Užšia súťaž,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK0,true,false,false,1789296,false,,1789296
"Zmluvný výskum v oblasti Inteligentných sieti, kryptografie a veľkých dát",Atos IT Solutions and Services s.r.o.,,456666.67,Užšia súťaž,Služby,8,SK01,true,false,true,501600,true,20,401280
